,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA,Matches
594,573,Eduardo Sosa,ve VEN,"MF,FW",Columbus,21,1997,8,4,325,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.10,0.04,0.14,0.10,0.14,Matches
595,574,Caleb Stanko,us USA,MF,FC Cincinnati,25,1993,23,16,1439,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.02,0.03,0.05,0.02,0.05,Matches
596,575,Zack Steffen,us USA,GK,Columbus,23,1995,13,13,1170,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
597,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
598,576,Daniel Steres,us USA,DF,LA Galaxy,28,1990,30,30,2613,3,0,0,0,4,1,0.10,0.00,0.10,0.10,0.10,3.0,3.0,0.7,0.10,0.02,0.13,0.10,0.13,Matches
599,577,Zoltán Stieber,hu HUN,"FW,MF",D.C. United,30,1988,9,3,305,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.04,0.05,0.10,0.04,0.10,Matches
600,578,Aljaž Struna,si SVN,DF,Houston,28,1990,29,29,2610,0,1,0,0,4,0,0.00,0.03,0.03,0.00,0.03,0.3,0.3,0.2,0.01,0.01,0.02,0.01,0.02,Matches
601,579,Brad Stuver,us USA,GK,NYCFC,27,1991,5,5,450,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.05,0.05,0.00,0.05,Matches
602,580,Scott Sutter,ch SUI,DF,Vancouver,32,1986,16,9,983,1,0,0,0,0,0,0.09,0.00,0.09,0.09,0.09,0.3,0.3,0.7,0.03,0.06,0.09,0.03,0.09,Matches
603,581,Gustav Svensson,se SWE,MF,Seattle,31,1987,22,21,1811,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,0.04,0.03,0.06,0.04,0.06,Matches
604,582,Ben Sweat,us USA,DF,NYCFC,27,1991,18,13,1266,0,1,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.8,0.01,0.06,0.07,0.01,0.07,Matches
605,583,Ballou Tabla,ca CAN,"MF,FW",Montreal,19,1999,4,1,129,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.23,0.03,0.26,0.23,0.26,Matches
606,584,Saphir Taïder,dz ALG,"MF,FW",Montreal,26,1992,32,31,2726,9,7,5,5,2,0,0.30,0.23,0.53,0.13,0.36,8.6,4.8,5.3,0.28,0.17,0.46,0.16,0.33,Matches
607,585,Ismael Tajouri-Shradi,ly LBY,"FW,MF",NYCFC,24,1994,19,11,935,5,3,0,0,1,0,0.48,0.29,0.77,0.48,0.77,1.2,1.2,1.9,0.12,0.18,0.30,0.12,0.30,Matches
608,586,Amro Tarek,eg EGY,DF,NY Red Bulls,26,1992,20,19,1471,1,1,0,0,6,1,0.06,0.06,0.12,0.06,0.12,0.9,0.9,1.2,0.06,0.07,0.13,0.06,0.13,Matches
609,587,Russell Teibert,ca CAN,MF,Vancouver,26,1992,27,26,2194,0,3,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.4,0.4,1.6,0.02,0.07,0.08,0.02,0.08,Matches
610,588,Ryan Telfer,tt TRI,DF,Toronto FC,24,1994,1,0,4,0,1,0,0,0,0,0.00,22.50,22.50,0.00,22.50,0.0,0.0,0.6,0.00,13.52,13.52,0.00,13.52,Matches
611,589,Tommy Thompson,us USA,DF,San Jose,23,1995,30,28,2285,2,1,0,0,7,1,0.08,0.04,0.12,0.08,0.12,0.5,0.5,1.5,0.02,0.06,0.08,0.02,0.08,Matches
612,590,Anton Tinnerholm,se SWE,DF,NYCFC,27,1991,30,30,2631,1,7,0,0,4,0,0.03,0.24,0.27,0.03,0.27,3.2,3.2,3.1,0.11,0.11,0.22,0.11,0.22,Matches
613,591,Donny Toia,us USA,DF,Real Salt Lake,26,1992,24,24,2140,1,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,0.7,0.7,1.3,0.03,0.05,0.08,0.03,0.08,Matches
614,592,Nouhou Tolo,cm CMR,DF,Seattle,21,1997,22,9,793,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.03,0.02,0.05,0.03,0.05,Matches
615,593,Román Torres,pa PAN,DF,Seattle,32,1986,17,12,1132,1,0,0,0,2,0,0.08,0.00,0.08,0.08,0.08,1.8,1.8,0.1,0.14,0.01,0.15,0.14,0.15,Matches
616,594,Mason Toye,us USA,FW,Minnesota,20,1998,17,9,823,6,2,0,0,2,1,0.66,0.22,0.87,0.66,0.87,4.0,4.0,1.3,0.44,0.14,0.58,0.44,0.58,Matches
617,595,Diedie Traoré,fr FRA,DF,LA Galaxy,20,1999,4,3,220,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.04,0.04,0.00,0.04,Matches
618,596,Wil Trapp,us USA,MF,Columbus,26,1993,28,26,2330,0,3,0,0,5,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,1.5,0.00,0.06,0.06,0.00,0.06,Matches
619,597,Auston Trusty,us USA,DF,Philadelphia,20,1998,22,22,1965,1,0,0,0,5,1,0.05,0.00,0.05,0.05,0.05,1.0,1.0,0.4,0.04,0.02,0.06,0.04,0.06,Matches
620,598,Bill Tuiloma,nz NZL,DF,Portland,23,1995,25,21,1920,1,0,0,0,1,0,0.05,0.00,0.05,0.05,0.05,1.5,1.5,0.1,0.07,0.00,0.07,0.07,0.07,Matches
621,599,Matt Turner,us USA,GK,New England,24,1994,20,20,1765,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
622,600,Ema Twumasi,gh GHA,"DF,MF",FC Dallas,21,1997,2,0,29,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.41,0.00,0.41,0.41,0.41,Matches
623,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
624,601,Przemysław Tytoń,pl POL,GK,FC Cincinnati,32,1987,15,15,1350,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
625,602,Victor Ulloa,us USA,MF,FC Cincinnati,26,1992,26,22,1944,1,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09,0.3,0.3,1.7,0.01,0.08,0.09,0.01,0.09,Matches
626,603,Maximiliano Urruti,ar ARG,FW,Montreal,27,1991,31,27,2433,4,6,1,1,5,1,0.15,0.22,0.37,0.11,0.33,4.6,3.8,2.7,0.17,0.10,0.27,0.14,0.24,Matches
627,604,Zarek Valentin,us USA,DF,Portland,27,1991,21,17,1625,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.00,0.03,0.03,0.00,0.03,Matches
628,605,Diego Valeri,ar ARG,"MF,FW",Portland,32,1986,31,29,2595,8,8,2,4,4,0,0.28,0.28,0.55,0.21,0.49,8.4,5.1,8.3,0.29,0.29,0.58,0.18,0.47,Matches
629,606,Florian Valot,fr FRA,"MF,FW",NY Red Bulls,25,1993,2,2,124,0,1,0,0,0,0,0.00,0.73,0.73,0.00,0.73,0.0,0.0,0.3,0.00,0.23,0.23,0.00,0.23,Matches
630,607,Peter-Lee Vassell,jm JAM,MF,Los Angeles FC,20,1998,6,2,181,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,0.20,0.29,0.49,0.20,0.49,Matches
631,608,Brandon Vazquez,us USA,FW,Atlanta,20,1998,11,7,638,2,1,1,1,1,0,0.28,0.14,0.42,0.14,0.28,3.0,2.3,1.1,0.43,0.16,0.59,0.32,0.48,Matches
632,609,Carlos Vela,mx MEX,FW,Los Angeles FC,29,1989,31,31,2723,34,10,9,11,1,0,1.12,0.33,1.45,0.83,1.16,25.2,16.8,11.4,0.83,0.38,1.21,0.55,0.93,Matches
633,610,Lucas Venuto,br BRA,FW,Vancouver,24,1995,22,12,1136,3,1,0,0,3,0,0.24,0.08,0.32,0.24,0.32,2.0,2.0,1.9,0.16,0.15,0.31,0.16,0.31,Matches
634,611,Matías Vera,ar ARG,MF,Houston,23,1995,30,30,2634,0,1,0,0,10,1,0.00,0.03,0.03,0.00,0.03,0.9,0.9,0.6,0.03,0.02,0.05,0.03,0.05,Matches
635,612,Jorge Villafaña,us USA,DF,Portland,29,1989,23,22,1943,0,4,0,0,0,0,0.00,0.19,0.19,0.00,0.19,0.4,0.4,2.2,0.02,0.10,0.12,0.02,0.12,Matches
636,613,Héctor Villalba,py PAR,"FW,MF",Atlanta,24,1994,20,10,940,1,3,0,0,0,0,0.10,0.29,0.38,0.10,0.38,3.3,3.3,2.3,0.32,0.22,0.53,0.32,0.53,Matches
637,614,Sam Vines,us USA,DF,Colorado,19,1999,26,23,2151,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.01,0.02,0.02,0.01,0.02,Matches
638,615,Kai Wagner,de GER,DF,Philadelphia,21,1997,30,30,2689,0,6,0,0,6,1,0.00,0.20,0.20,0.00,0.20,0.3,0.3,3.4,0.01,0.11,0.12,0.01,0.12,Matches
639,616,Rodney Wallace,cr CRC,DF,Sporting KC,30,1988,1,1,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
640,617,Akeem Ward,us USA,DF,D.C. United,23,1996,1,1,47,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
641,618,Kendall Waston,cr CRC,DF,FC Cincinnati,31,1988,25,24,2175,1,0,0,0,10,1,0.04,0.00,0.04,0.04,0.04,1.3,1.3,0.1,0.05,0.01,0.06,0.05,0.06,Matches
642,619,Quentin Westberg,us USA,GK,Toronto FC,32,1986,28,28,2504,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
643,620,Brian White,us USA,FW,NY Red Bulls,22,1996,19,17,1336,8,1,0,0,1,0,0.54,0.07,0.61,0.54,0.61,6.4,6.4,1.1,0.43,0.07,0.51,0.43,0.51,Matches
644,621,JJ Williams,us USA,FW,Columbus,21,1998,7,3,327,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.20,0.03,0.23,0.20,0.23,Matches
645,622,Josh Williams,us USA,DF,Columbus,30,1988,16,15,1278,2,0,0,0,2,0,0.14,0.00,0.14,0.14,0.14,0.6,0.6,0.1,0.04,0.00,0.05,0.04,0.05,Matches
646,623,Romario Williams,jm JAM,"FW,DF",Atlanta,24,1994,2,0,39,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.19,0.45,0.64,0.19,0.64,Matches
647,624,Romario Williams,jm JAM,"FW,MF",Columbus,24,1994,7,1,127,1,0,0,0,0,0,0.71,0.00,0.71,0.71,0.71,0.6,0.6,0.4,0.43,0.29,0.72,0.43,0.72,Matches
648,625,Eryk Williamson,us USA,"MF,FW",Portland,21,1997,7,3,234,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.25,0.00,0.25,0.25,0.25,Matches
649,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
650,626,Joe Willis,us USA,GK,Houston,30,1988,27,27,2430,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.01,0.01,0.00,0.01,Matches
651,627,Danny Wilson,sco SCO,"MF,DF",Colorado,27,1991,20,15,1328,2,1,0,0,4,0,0.14,0.07,0.20,0.14,0.20,2.1,2.1,0.3,0.14,0.02,0.16,0.14,0.16,Matches
652,628,Henry Wingo,us USA,FW,Seattle,23,1995,6,2,202,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.04,0.20,0.25,0.04,0.25,Matches
653,629,Chris Wondolowski,us USA,FW,San Jose,36,1983,32,24,1977,15,2,0,0,3,1,0.68,0.09,0.77,0.68,0.77,13.9,13.9,1.9,0.63,0.08,0.72,0.63,0.72,Matches
654,630,Andrew Wooten,us USA,FW,Philadelphia,29,1989,7,4,352,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.2,0.33,0.05,0.39,0.33,0.39,Matches
655,631,Brian Wright,ca CAN,"FW,MF",New England,23,1995,2,0,12,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
656,632,Bradley Wright-Phillips,eng ENG,FW,NY Red Bulls,33,1985,24,9,1110,2,1,0,0,3,0,0.16,0.08,0.24,0.16,0.24,3.8,3.8,1.6,0.30,0.13,0.44,0.30,0.44,Matches
657,633,Deklan Wynne,nz NZL,DF,Colorado,23,1995,11,11,916,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
658,634,Griffin Yow,us USA,FW,D.C. United,16,2002,2,1,58,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
659,635,Jackson Yueill,us USA,MF,San Jose,21,1997,32,29,2669,3,4,0,0,2,0,0.10,0.13,0.24,0.10,0.24,2.3,2.3,3.3,0.08,0.11,0.19,0.08,0.19,Matches
660,636,Wilfried Zahibo,cf CTA,MF,New England,25,1993,24,18,1505,1,1,0,0,8,1,0.06,0.06,0.12,0.06,0.12,1.2,1.2,0.5,0.07,0.03,0.10,0.07,0.10,Matches
661,637,Renzo Zambrano,ve VEN,MF,Portland,24,1994,10,9,783,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.04,0.03,0.08,0.04,0.08,Matches
662,638,Gyasi Zardes,us USA,FW,Columbus,27,1991,28,28,2473,13,2,3,3,0,0,0.47,0.07,0.55,0.36,0.44,13.8,11.6,2.0,0.50,0.07,0.58,0.42,0.49,Matches
663,639,Eriq Zavaleta,us USA,DF,Toronto FC,26,1992,16,11,1017,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.02,0.01,0.03,0.02,0.03,Matches
664,640,Gedion Zelalem,us USA,MF,Sporting KC,22,1997,9,5,435,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.05,0.02,0.07,0.05,0.07,Matches
665,641,Rodolfo Zelaya,sv SLV,FW,Los Angeles FC,30,1988,4,1,120,1,0,0,0,0,0,0.75,0.00,0.75,0.75,0.75,1.0,1.0,0.1,0.72,0.06,0.78,0.72,0.78,Matches
666,642,Adrian Zendejas,mx MEX,GK,Sporting KC,23,1995,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
667,643,Reto Ziegler,ch SUI,DF,FC Dallas,33,1986,32,32,2880,5,0,4,5,6,0,0.16,0.00,0.16,0.03,0.03,5.3,1.5,0.4,0.17,0.01,0.18,0.05,0.06,Matches
668,644,Walker Zimmerman,us USA,DF,Los Angeles FC,25,1993,25,25,2165,1,0,0,0,8,1,0.04,0.00,0.04,0.04,0.04,1.1,1.1,0.4,0.05,0.02,0.06,0.05,0.06,Matches
669,645,Ethan Zubak,us USA,"MF,FW",LA Galaxy,20,1998,3,0,43,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,1.44,0.29,1.72,1.44,1.72,Matches
670,646,Graham Zusi,us USA,DF,Sporting KC,32,1986,27,26,2351,0,1,0,0,5,0,0.00,0.04,0.04,0.00,0.04,1.3,1.3,3.9,0.05,0.15,0.20,0.05,0.20,Matches
